title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
the brothers grimsby,Sony,6900000.0,18300000,2016,tt3381008,the brothers grimsby,grimsby,2016,83.0,"action,adventure,comedy",6.2,82123
free state of jones,STX,20800000.0,4200000,2016,tt1124037,free state of jones,free state of jones,2016,139.0,"action,biography,drama",6.9,45135
a beautiful planet,Imax,15500000.0,9400000,2016,tt2800050,a beautiful planet,a beautiful planet,2016,46.0,documentary,7.4,893
god's not dead 2,PFR,20800000.0,3700000,2016,tt4824308,god's not dead 2,god's not dead 2,2016,120.0,drama,4.4,10311
middle school: the worst years of my life,LGF,20000000.0,3300000,2016,tt4981636,middle school: the worst years of my life,middle school: the worst years of my life,2016,92.0,"comedy,family",6.1,6413
triple 9,ORF,12600000.0,10500000,2016,tt1712261,triple 9,triple 9,2016,115.0,"crime,thriller",6.3,60369
captain fantastic,BST,5900000.0,16900000,2016,tt3553976,captain fantastic,captain fantastic,2016,118.0,"comedy,drama",7.9,159329
live by night,WB,10400000.0,12300000,2016,tt2361317,live by night,live by night,2016,129.0,"action,crime,drama",6.4,47243
julieta,SPC,1500000.0,21000000,2016,tt4326444,julieta,julieta,2016,99.0,"drama,mystery,romance",7.1,24556
fifty shades of black,ORF,11700000.0,10500000,2016,tt4667094,fifty shades of black,fifty shades of black,2016,92.0,comedy,3.5,17189
the edge of seventeen,STX,14400000.0,4400000,2016,tt1878870,the edge of seventeen,the edge of seventeen,2016,104.0,"comedy,drama",7.3,87602
regression,W/Dim.,55000.0,17600000,2016,tt3319920,regression,regression,2015,106.0,"crime,horror,mystery",5.7,33335
neerja,FIP,1600000.0,16000000,2016,tt5286444,neerja,neerja,2016,122.0,"biography,drama,thriller",7.7,18420
hardcore henry,STX,9300000.0,7600000,2016,tt3072482,hardcore henry,hardcore henry,2015,96.0,"action,adventure,sci-fi",6.7,78226
pride and prejudice and zombies,SGem,10900000.0,5500000,2016,tt1374989,pride and prejudice and zombies,pride and prejudice and zombies,2016,108.0,"action,comedy,horror",5.8,46187
sword master,WGUSA,75500.0,14600000,2016,tt5269396,sword master,san shao ye de jian,2016,108.0,"action,drama",6.1,1805
the other side of the door,Fox,3000000.0,11300000,2016,tt3702652,the other side of the door,the other side of the door,2016,96.0,horror,5.3,15813
sing street,Wein.,3200000.0,10400000,2016,tt3544112,sing street,sing street,2016,106.0,"comedy,drama,music",8.0,74651
shut in,EC,6900000.0,6200000,2016,tt2582500,shut in,shut in,2016,91.0,"drama,mystery,thriller",4.7,11030
loving,Focus,7800000.0,5200000,2016,tt4669986,loving,loving,2016,123.0,"biography,drama,romance",7.0,28079
loving,Focus,7800000.0,5200000,2016,tt5479616,loving,amar,2017,105.0,"drama,romance",5.3,2530
the beatles: eight days a week - the touring years,Abr.,2900000.0,9400000,2016,tt2531318,the beatles: eight days a week - the touring years,the beatles: eight days a week - the touring years,2016,106.0,"documentary,music",7.8,9666
the man who knew infinity,IFC,3900000.0,8400000,2016,tt0787524,the man who knew infinity,the man who knew infinity,2015,108.0,"biography,drama",7.2,43575
our kind of traitor,RAtt.,3200000.0,7600000,2016,tt1995390,our kind of traitor,our kind of traitor,2016,108.0,"crime,drama,thriller",6.2,17511
the perfect match,LGF,9700000.0,745000,2016,tt4871980,the perfect match,the perfect match,2016,96.0,"comedy,romance",4.9,3052
queen of katwe,BV,8900000.0,1500000,2016,tt4341582,queen of katwe,queen of katwe,2016,124.0,"biography,drama,sport",7.4,13039
miss sloane,EC,3500000.0,5600000,2016,tt4540710,miss sloane,miss sloane,2016,132.0,"drama,thriller",7.5,52788
morgan,Fox,3900000.0,4900000,2016,tt1943765,morgan,morgan,2012,89.0,"drama,romance",6.8,1232
morgan,Fox,3900000.0,4900000,2016,tt4520364,morgan,morgan,2016,92.0,"action,horror,sci-fi",5.8,35487
a bigger splash,FoxS,2000000.0,5500000,2016,tt2056771,a bigger splash,a bigger splash,2015,125.0,"drama,thriller",6.4,23311
southside with you,RAtt.,6300000.0,208000,2016,tt4258698,southside with you,southside with you,2016,84.0,"biography,drama,history",6.3,7282
incarnate,BH Tilt,4800000.0,1500000,2016,tt3216348,incarnate,incarnate,2016,91.0,"horror,thriller",5.3,10217
max steel,ORF,3800000.0,2500000,2016,tt1472584,max steel,max steel,2016,92.0,"action,adventure,family",4.6,16788
midnight special,WB,3700000.0,2500000,2016,tt2649554,midnight special,midnight special,2016,112.0,"action,drama,mystery",6.6,67921
the duelist,Sony,13500.0,6100000,2016,tt5282006,the duelist,duelyant,2016,109.0,"action,drama,thriller",6.4,2487
the autopsy of jane doe,IFC,10500.0,6000000,2016,tt3289956,the autopsy of jane doe,the autopsy of jane doe,2016,86.0,"horror,mystery,thriller",6.8,76339
genius,RAtt.,1400000.0,4300000,2016,tt1703957,genius,genius,2016,104.0,"biography,drama",6.6,15611
genius,RAtt.,1400000.0,4300000,2016,tt7722258,genius,genius,2018,165.0,"action,thriller",4.7,747
men & chicken,Drft.,30200.0,4600000,2016,tt3877674,men & chicken,mænd & høns,2015,104.0,"comedy,drama,mystery",6.7,9172
indignation,RAtt.,3400000.0,523000,2016,tt4193394,indignation,indignation,2016,110.0,"drama,romance",6.8,10557
rules don't apply,Fox,3700000.0,233000,2016,tt1974420,rules don't apply,rules don't apply,2016,127.0,"comedy,drama,romance",5.7,7794
naam hai akira,FIP,219000.0,3500000,2016,tt5465370,naam hai akira,akira,2016,137.0,"action,thriller",5.9,3455
miles ahead,SPC,2600000.0,850000,2016,tt0790770,miles ahead,miles ahead,2015,100.0,"biography,drama,music",6.4,8498
desierto,STX,2000000.0,1000000,2016,tt3147312,desierto,desierto,2015,88.0,"drama,thriller",6.0,8235
equals,A24,33300.0,2100000,2016,tt3289728,equals,equals,2015,101.0,"drama,romance,sci-fi",6.1,24032
american honey,A24,663000.0,1200000,2016,tt3721936,american honey,american honey,2016,163.0,"adventure,drama,romance",7.0,31663
a perfect day,IFC,14000.0,1700000,2016,tt3577624,a perfect day,a perfect day,2015,106.0,"comedy,drama,war",6.8,18190
rustom,Zee,1100000.0,571000,2016,tt5165344,rustom,rustom,2016,148.0,"crime,drama,thriller",7.1,19991
ma ma,Osci.,47300.0,1100000,2016,tt3480886,ma ma,ma ma,2015,111.0,drama,6.4,3338
star wars: the last jedi,BV,620200000.0,712400000,2017,tt2527336,star wars: the last jedi,star wars: episode viii - the last jedi,2017,152.0,"action,adventure,fantasy",7.1,462903
the fate of the furious,Uni.,226000000.0,"1,010.0",2017,tt4630562,the fate of the furious,the fate of the furious,2017,136.0,"action,crime,thriller",6.7,179774
despicable me 3,Uni.,264600000.0,770200000,2017,tt3469046,despicable me 3,despicable me 3,2017,89.0,"adventure,animation,comedy",6.3,92580
jumanji: welcome to the jungle,Sony,404500000.0,557600000,2017,tt2283362,jumanji: welcome to the jungle,jumanji: welcome to the jungle,2017,119.0,"action,adventure,comedy",7.0,242735
spider-man: homecoming,Sony,334200000.0,546000000,2017,tt2250912,spider-man: homecoming,spider-man: homecoming,2017,133.0,"action,adventure,sci-fi",7.5,426302
wolf warrior 2,HC,2700000.0,867600000,2017,tt7131870,wolf warrior 2,zhan lang ii,2017,123.0,"action,drama,thriller",6.2,5684
guardians of the galaxy vol. 2,BV,389800000.0,473900000,2017,tt3896198,guardians of the galaxy vol. 2,guardians of the galaxy vol. 2,2017,136.0,"action,adventure,comedy",7.7,482917
thor: ragnarok,BV,315100000.0,538900000,2017,tt3501632,thor: ragnarok,thor: ragnarok,2017,130.0,"action,adventure,comedy",7.9,482995
wonder woman,WB,412600000.0,409300000,2017,tt0451279,wonder woman,wonder woman,2017,141.0,"action,adventure,fantasy",7.5,487527
coco,BV,209700000.0,597400000,2017,tt2380307,coco,coco,2017,105.0,"adventure,animation,comedy",8.4,277194
pirates of the caribbean: dead men tell no tales,BV,172600000.0,622300000,2017,tt1790809,pirates of the caribbean: dead men tell no tales,pirates of the caribbean: dead men tell no tales,2017,129.0,"action,adventure,fantasy",6.6,228592
it,WB (NL),327500000.0,372900000,2017,tt1396484,it,it,2017,135.0,"horror,thriller",7.4,359123
justice league,WB,229000000.0,428900000,2017,tt0974015,justice league,justice league,2017,120.0,"action,adventure,fantasy",6.5,329135
transformers: the last knight,Par.,130199999.0,475300000,2017,tt3371366,transformers: the last knight,transformers: the last knight,2017,154.0,"action,adventure,sci-fi",5.2,119007
kong: skull island,WB,168100000.0,398600000,2017,tt3731562,kong: skull island,kong: skull island,2017,118.0,"action,adventure,fantasy",6.6,237720
the boss baby,Fox,175000000.0,353000000,2017,tt3874544,the boss baby,the boss baby,2017,97.0,"adventure,animation,comedy",6.3,93730
dunkirk,WB,188000000.0,337200000,2017,tt5013056,dunkirk,dunkirk,2017,106.0,"action,drama,history",7.9,466580
war for the planet of the apes,Fox,146900000.0,343800000,2017,tt3450958,war for the planet of the apes,war for the planet of the apes,2017,140.0,"action,adventure,drama",7.5,201943
the greatest showman,Fox,174300000.0,260700000,2017,tt1485796,the greatest showman,the greatest showman,2017,105.0,"biography,drama,musical",7.6,199663
kingsman: the golden circle,Fox,100200000.0,310700000,2017,tt4649466,kingsman: the golden circle,kingsman: the golden circle,2017,141.0,"action,adventure,comedy",6.8,230797
cars 3,BV,152900000.0,231000000,2017,tt3606752,cars 3,cars 3,2017,102.0,"adventure,animation,comedy",6.8,59408
fifty shades darker,Uni.,114600000.0,267000000,2017,tt4465564,fifty shades darker,fifty shades darker,2017,118.0,"drama,romance",4.6,81706
your name.,FUN,5000000.0,353000000,2017,tt5311514,your name.,kimi no na wa.,2016,106.0,"animation,drama,fantasy",8.4,134084
the great wall,Uni.,45500000.0,289400000,2017,tt2034800,the great wall,the great wall,2016,103.0,"action,adventure,fantasy",6.0,111602
resident evil: the final chapter,SGem,26800000.0,285400000,2017,tt2592614,resident evil: the final chapter,resident evil: the final chapter,2016,107.0,"action,horror,sci-fi",5.6,74979
the lego batman movie,WB,175800000.0,136200000,2017,tt4116284,the lego batman movie,the lego batman movie,2017,104.0,"action,animation,comedy",7.3,116433
annabelle: creation,WB (NL),102100000.0,204400000,2017,tt5140878,annabelle: creation,annabelle: creation,2017,109.0,"horror,mystery,thriller",6.5,90402
wonder,LGF,132400000.0,173500000,2017,tt2543472,wonder,wonder,2017,113.0,"drama,family",8.0,111632
ferdinand,Fox,84400000.0,211700000,2017,tt3411444,ferdinand,ferdinand,2017,108.0,"adventure,animation,comedy",6.7,40229
split,Uni.,138300000.0,140200000,2017,tt2660118,split,split,2016,90.0,"comedy,romance,sport",2.9,557
blade runner 2049,WB,92100000.0,167200000,2017,tt1856101,blade runner 2049,blade runner 2049,2017,164.0,"drama,mystery,sci-fi",8.0,376241
get out,Uni.,176000000.0,79400000,2017,tt5052448,get out,get out,2017,104.0,"horror,mystery,thriller",7.7,400474
kung fu yoga,WGUSA,363000.0,253800000,2017,tt4217392,kung fu yoga,gong fu yu jia,2017,107.0,"action,adventure,comedy",5.2,7549
baahubali 2: the conclusion,GrtIndia,20200000.0,234000000,2017,tt4849438,baahubali 2: the conclusion,baahubali 2: the conclusion,2017,167.0,"action,drama",8.3,65656
journey to the west: the demons strike back,Sony,880000.0,245700000,2017,tt5273624,journey to the west: the demons strike back,journey to the west: demon chapter,2017,109.0,"adventure,comedy,fantasy",5.4,2340
alien: covenant,Fox,74300000.0,166600000,2017,tt2316204,alien: covenant,alien: covenant,2017,122.0,"horror,sci-fi,thriller",6.4,226920
baby driver,TriS,107800000.0,119100000,2017,tt3890160,baby driver,baby driver,2017,113.0,"action,crime,drama",7.6,363977
valerian and the city of a thousand planets,STX,41200000.0,184700000,2017,tt2239822,valerian and the city of a thousand planets,valerian and the city of a thousand planets,2017,137.0,"action,adventure,fantasy",6.5,139792
geostorm,WB,33700000.0,187900000,2017,tt1981128,geostorm,geostorm,2017,109.0,"action,sci-fi,thriller",5.3,78287
the emoji movie,Sony,86100000.0,131699999,2017,tt4877122,the emoji movie,the emoji movie,2017,86.0,"adventure,animation,comedy",3.2,47294
a dog's purpose,Uni.,64500000.0,140500000,2017,tt1753383,a dog's purpose,a dog's purpose,2017,100.0,"adventure,comedy,drama",7.1,53805
smurfs: the lost village,Sony,45000000.0,152200000,2017,tt2398241,smurfs: the lost village,smurfs: the lost village,2017,90.0,"adventure,animation,comedy",6.0,15612
the shape of water,FoxS,63900000.0,131400000,2017,tt5580390,the shape of water,the shape of water,2017,123.0,"adventure,drama,fantasy",7.3,308112
pitch perfect 3,Uni.,104900000.0,80500000,2017,tt4765284,pitch perfect 3,pitch perfect 3,2017,93.0,"comedy,music",5.8,45127
the post,Fox,81900000.0,97900000,2017,tt6294822,the post,the post,2017,116.0,"biography,drama,history",7.2,108017
baywatch,Par.,58100000.0,119800000,2017,tt1469304,baywatch,baywatch,2017,116.0,"action,comedy,crime",5.6,137528
the hitman's bodyguard,LG/S,75500000.0,101100000,2017,tt1959563,the hitman's bodyguard,the hitman's bodyguard,2017,118.0,"action,comedy,thriller",6.9,161764
"three billboards outside ebbing, missouri",FoxS,54500000.0,104700000,2017,tt5027774,"three billboards outside ebbing, missouri","three billboards outside ebbing, missouri",2017,115.0,"crime,drama",8.2,344047
duckweed,CL,472000.0,150600000,2017,tt6461514,duckweed,cheng feng po lang,2017,102.0,"comedy,drama,fantasy",6.5,1010
darkest hour,Focus,56500000.0,94400000,2017,tt4555426,darkest hour,darkest hour,2017,125.0,"biography,drama,history",7.4,136546
king arthur: legend of the sword,WB,39200000.0,109500000,2017,tt1972591,king arthur: legend of the sword,king arthur: legend of the sword,2017,126.0,"action,adventure,drama",6.8,169054
the foreigner,STX,34400000.0,111000000,2017,tt1615160,the foreigner,the foreigner,2017,113.0,"action,thriller",7.0,81288
the foreigner,STX,34400000.0,111000000,2017,tt2170623,the foreigner,the foreigner,2012,100.0,"comedy,romance",6.8,1526
girls trip,Uni.,115200000.0,25400000,2017,tt3564472,girls trip,girls trip,2017,122.0,"comedy,drama",6.2,29321
american made,Uni.,51300000.0,83500000,2017,tt3532216,american made,american made,2017,115.0,"action,biography,comedy",7.2,131043
a bad moms christmas,STX,72100000.0,58400000,2017,tt6359956,a bad moms christmas,a bad moms christmas,2017,104.0,"adventure,comedy",5.5,33056
captain underpants: the first epic movie,Fox,73900000.0,51600000,2017,tt2091256,captain underpants: the first epic movie,captain underpants: the first epic movie,2017,89.0,"action,animation,comedy",6.2,21903
happy death day,Uni.,55700000.0,69800000,2017,tt5308322,happy death day,happy death day,2017,96.0,"horror,mystery,thriller",6.5,87132
the lego ninjago movie,WB,59300000.0,63800000,2017,tt3014284,the lego ninjago movie,the lego ninjago movie,2017,101.0,"action,adventure,animation",6.0,18926
the dark tower,Sony,50700000.0,62500000,2017,tt1648190,the dark tower,the dark tower,2017,95.0,"action,adventure,fantasy",5.7,107518
leap!,Wein.,21900000.0,81400000,2017,tt2261287,leap!,ballerina,2016,89.0,"adventure,animation,comedy",6.8,16582
jigsaw,LGF,38100000.0,64900000,2017,tt3348730,jigsaw,jigsaw,2017,92.0,"crime,horror,mystery",5.8,57184
railroad tigers,WGUSA,218000.0,102000000,2017,tt4687848,railroad tigers,railroad tigers,2016,124.0,"action,comedy,war",5.9,3208
atomic blonde,Focus,51700000.0,48300000,2017,tt2406566,atomic blonde,atomic blonde,2017,115.0,"action,mystery,thriller",6.7,150407
the shack,LG/S,57400000.0,39600000,2017,tt2872518,the shack,the shack,2017,132.0,"drama,fantasy",6.3,26065
tiger zinda hai,Yash,5600000.0,81800000,2017,tt5956100,tiger zinda hai,tiger zinda hai,2017,161.0,"action,adventure,thriller",6.1,18928
rings,Par.,27800000.0,55300000,2017,tt0498381,rings,rings,2017,102.0,"drama,horror,mystery",4.5,34151
a taxi driver,WGUSA,1500000.0,80100000,2017,tt6878038,a taxi driver,taeksi woonjunsa,2017,137.0,"action,drama,history",7.8,9301
underworld: blood wars,SGem,30400000.0,50700000,2017,tt3717252,underworld: blood wars,underworld: blood wars,2016,91.0,"action,adventure,fantasy",5.8,62942
lady bird,A24,49000000.0,30000000,2017,tt4925292,lady bird,lady bird,2017,94.0,"comedy,drama",7.4,177677
american assassin,LGF,36200000.0,31000000,2017,tt1961175,american assassin,american assassin,2017,112.0,"action,thriller",6.2,57793
one piece film: gold,FUN,424000.0,65800000,2017,tt5251328,one piece film: gold,one piece film: gold,2016,120.0,"action,adventure,animation",7.3,2931
the nut job 2: nutty by nature,ORF,28400000.0,36800000,2017,tt3486626,the nut job 2: nutty by nature,the nut job 2: nutty by nature,2017,91.0,"adventure,animation,comedy",5.5,4820
monster trucks,Par.,33400000.0,31100000,2017,tt3095734,monster trucks,monster trucks,2016,104.0,"action,adventure,comedy",5.7,13525
the mountain between us,Fox,30300000.0,32500000,2017,tt2226597,the mountain between us,the mountain between us,2017,112.0,"action,adventure,drama",6.4,57033
the star,Sony,40900000.0,22000000,2017,tt4587656,the star,the star,2017,86.0,"adventure,animation,comedy",6.1,5159
how to be a latin lover,PNT,32100000.0,29700000,2017,tt4795124,how to be a latin lover,how to be a latin lover,2017,115.0,"comedy,drama",5.9,11747
"everything, everything",WB,34100000.0,27500000,2017,tt5001718,"everything, everything","everything, everything",2017,96.0,"drama,romance",6.4,26811
snatched,Fox,45900000.0,15000000,2017,tt2334871,snatched,snatched,2017,90.0,"action,adventure,comedy",4.5,29997
my little pony: the movie,LGF,21900000.0,38400000,2017,tt4131800,my little pony: the movie,my little pony: the movie,2017,99.0,"adventure,animation,comedy",6.1,5133
molly's game,STX,28800000.0,30500000,2017,tt4209788,molly's game,molly's game,2017,140.0,"biography,crime,drama",7.5,104786
all the money in the world,TriS,25100000.0,31900000,2017,tt5294550,all the money in the world,all the money in the world,2017,132.0,"biography,crime,drama",6.8,60303
the big sick,LGF,42900000.0,13500000,2017,tt5462602,the big sick,the big sick,2017,120.0,"comedy,drama,romance",7.6,104008
confidential assignment,CJ,476000.0,55500000,2017,tt5606538,confidential assignment,gongjo,2017,125.0,action,6.5,1828
downsizing,Par.,24400000.0,30600000,2017,tt1389072,downsizing,downsizing,2017,135.0,"drama,sci-fi",5.7,74815
"i, tonya",Neon,30000000.0,23900000,2017,tt5580036,"i, tonya","i, tonya",2017,120.0,"biography,comedy,drama",7.5,141668
logan lucky,BST,27800000.0,20700000,2017,tt5439796,logan lucky,logan lucky,2017,118.0,"comedy,crime,drama",7.0,105966
phantom thread,Focus,21200000.0,26600000,2017,tt5776858,phantom thread,phantom thread,2017,130.0,"drama,romance",7.5,86061
rough night,Sony,22100000.0,25200000,2017,tt4799050,rough night,rough night,2017,101.0,"comedy,crime,thriller",5.2,39447
the battleship island,CJ,1100000.0,45000000,2017,tt5969696,the battleship island,gunhamdo,2017,132.0,"action,drama,history",7.1,4542
mother!,Par.,17800000.0,26700000,2017,tt5109784,mother!,mother!,2017,121.0,"drama,horror,mystery",6.6,156813
the snowman,Uni.,6700000.0,36400000,2017,tt1758810,the snowman,the snowman,2017,119.0,"crime,drama,mystery",5.1,47890
gifted,FoxS,24800000.0,18200000,2017,tt4481414,gifted,gifted,2017,101.0,drama,7.6,82426
loving vincent,Good Deed,6700000.0,35500000,2017,tt3262342,loving vincent,loving vincent,2017,94.0,"animation,biography,crime",7.8,39737
call me by your name,SPC,18100000.0,23800000,2017,tt5726616,call me by your name,call me by your name,2017,132.0,"drama,romance",7.9,153936
fist fight,WB (NL),32200000.0,8900000,2017,tt3401882,fist fight,fist fight,2017,91.0,comedy,5.6,35136
diary of a wimpy kid: the long haul,Fox,20700000.0,19400000,2017,tt6003368,diary of a wimpy kid: the long haul,diary of a wimpy kid: the long haul,2017,91.0,"comedy,family",4.4,5635
the house,WB (NL),25600000.0,8600000,2017,tt3425402,the house,huset,2016,90.0,thriller,4.5,476
the house,WB (NL),25600000.0,8600000,2017,tt4481514,the house,the house,2017,88.0,"comedy,crime",5.6,33365
sleepless,ORF,20800000.0,12100000,2017,tt2072233,sleepless,sleepless,2017,95.0,"action,crime,thriller",5.6,25827
the disaster artist,A24,21100000.0,8700000,2017,tt3521126,the disaster artist,the disaster artist,2017,104.0,"biography,comedy,drama",7.4,111737
judwaa 2,FIP,1400000.0,25500000,2017,tt5456546,judwaa 2,judwaa 2,2017,145.0,"action,comedy",3.9,7136
chips,WB,18600000.0,8199999,2017,tt0493405,chips,chips,2017,100.0,"action,comedy,crime",6.0,37029
the bye bye man,STX,22400000.0,4300000,2017,tt4030600,the bye bye man,the bye bye man,2017,96.0,"drama,fantasy,horror",4.3,17743
a cure for wellness,Fox,8100000.0,18500000,2017,tt4731136,a cure for wellness,a cure for wellness,2016,146.0,"drama,fantasy,horror",6.4,70941
the zookeeper's wife,Focus,17600000.0,8600000,2017,tt1730768,the zookeeper's wife,the zookeeper's wife,2017,127.0,"biography,drama,history",7.0,32056
only the brave,Sony,18300000.0,7400000,2017,tt3829920,only the brave,only the brave,2017,134.0,"action,biography,drama",7.7,45482
father figures,WB,17500000.0,8100000,2017,tt1966359,father figures,father figures,2017,113.0,"adventure,comedy,drama",5.5,14373
badrinath ki dulhania,FIP,2000000.0,23200000,2017,tt6277440,badrinath ki dulhania,badrinath ki dulhania,2017,139.0,"comedy,drama,romance",6.2,8584
born in china,BV,13900000.0,11200000,2017,tt4629266,born in china,born in china,2016,79.0,documentary,7.2,3028
the founder,Wein.,12800000.0,11300000,2017,tt4276820,the founder,the founder,2016,115.0,"biography,drama,history",7.2,97841
jolly llb 2,FIP,1700000.0,21300000,2017,tt5982852,jolly llb 2,jolly llb 2,2017,137.0,"comedy,drama",7.3,18968
the glass castle,LGF,17300000.0,4600000,2017,tt2378507,the glass castle,the glass castle,2017,127.0,"biography,drama",7.2,23580
sword art online: the movie - ordinal scale,Elev.,1500000.0,19200000,2017,tt5544384,sword art online: the movie - ordinal scale,gekijo-ban sword art online: ordinal scale,2017,119.0,"action,adventure,animation",7.4,4477
it comes at night,A24,14000000.0,5300000,2017,tt4695012,it comes at night,it comes at night,2017,91.0,"horror,mystery",6.2,69039
the lost city of z,BST,8600000.0,10700000,2017,tt1212428,the lost city of z,the lost city of z,2016,141.0,"adventure,biography,drama",6.6,66475
the case for christ,PFR,14700000.0,3000000,2017,tt6113488,the case for christ,the case for christ,2017,112.0,"biography,drama",6.2,6495
wonder wheel,Amazon,1400000.0,14500000,2017,tt5825380,wonder wheel,wonder wheel,2017,101.0,drama,6.2,19782
gold,Wein.,7200000.0,7700000,2017,tt1800302,gold,gold,2016,120.0,"adventure,drama,thriller",6.7,50509
gold,Wein.,7200000.0,7700000,2017,tt2338846,gold,gold,2013,101.0,"adventure,drama,western",6.2,986
gold,Wein.,7200000.0,7700000,2017,tt3134422,gold,gold,2014,88.0,"comedy,drama,family",6.7,1298
gold,Wein.,7200000.0,7700000,2017,tt5162658,gold,oro,2017,103.0,"adventure,drama,history",5.6,1103
gold,Wein.,7200000.0,7700000,2017,tt6173990,gold,gold,2018,151.0,"drama,history,sport",7.4,9361
the space between us,STX,7900000.0,6900000,2017,tt3922818,the space between us,the space between us,2017,120.0,"adventure,drama,romance",6.4,41031
a united kingdom,FoxS,3900000.0,9900000,2017,tt3387266,a united kingdom,a united kingdom,2016,111.0,"biography,drama,romance",6.8,12231
"roman j. israel, esq.",Sony,12000000.0,1100000,2017,tt6000478,"roman j. israel, esq.","roman j. israel, esq.",2017,122.0,"crime,drama,thriller",6.4,23632
mubarakan,Sony,759000.0,12100000,2017,tt6272828,mubarakan,mubarakan,2017,156.0,"comedy,romance",5.6,2989
earth: one amazing day,BBC,81300.0,11600000,2017,tt6238896,earth: one amazing day,earth: one amazing day,2017,95.0,"documentary,family",7.8,1908
my cousin rachel,FoxS,2700000.0,6500000,2017,tt4411596,my cousin rachel,my cousin rachel,2017,106.0,"drama,mystery,romance",6.0,15473
truman,FR,211000.0,8800000,2017,tt3754940,truman,truman,2015,108.0,"comedy,drama",7.3,10160
stronger,RAtt.,4200000.0,4200000,2017,tt3881784,stronger,stronger,2017,119.0,"biography,drama",7.0,33464
tulip fever,Wein.,2500000.0,5900000,2017,tt0491203,tulip fever,tulip fever,2017,105.0,"drama,history,romance",6.2,15037
viceroy's house,IFC,1100000.0,6700000,2017,tt4977530,viceroy's house,viceroy's house,2017,106.0,"biography,drama,history",6.7,5546
amityville: the awakening,W/Dim.,700.0,7700000,2017,tt1935897,amityville: the awakening,amityville: the awakening,2017,85.0,"horror,thriller",4.9,10930
just getting started,BG,6100000.0,1600000,2017,tt5721088,just getting started,just getting started,2017,91.0,"action,comedy",4.4,4829
beatriz at dinner,RAtt.,7100000.0,310000,2017,tt5929750,beatriz at dinner,beatriz at dinner,2017,82.0,"comedy,drama",6.1,7985
the red turtle,SPC,922000.0,5700000,2017,tt3666024,the red turtle,la tortue rouge,2016,80.0,"animation,fantasy",7.5,25061
from the land of the moon,IFC,47700.0,6500000,2017,tt3794028,from the land of the moon,mal de pierres,2016,120.0,"drama,romance",6.7,4523
all saints,Affirm,5800000.0,140000,2017,tt4663548,all saints,all saints,2017,108.0,drama,6.0,1220
phillauri,FIP,468000.0,5000000,2017,tt5502766,phillauri,phillauri,2017,138.0,"comedy,drama,fantasy",6.1,3090
ok jaanu,FIP,356000.0,5000000,2017,tt5764024,ok jaanu,ok jaanu,2017,135.0,"drama,romance",5.2,3240
an inconvenient sequel: truth to power,Par.,3500000.0,1900000,2017,tt6322922,an inconvenient sequel: truth to power,an inconvenient sequel: truth to power,2017,98.0,documentary,6.3,6752
table 19,FoxS,3600000.0,1400000,2017,tt1412528,table 19,table 19,2017,87.0,"comedy,drama,romance",5.8,22751
collide,ORF,2300000.0,2500000,2017,tt2126235,collide,collide,2016,99.0,"action,crime,thriller",5.7,13288
the wall,RAtt.,1800000.0,2700000,2017,tt1745686,the wall,die wand,2012,108.0,"drama,fantasy,mystery",6.8,5484
the wall,RAtt.,1800000.0,2700000,2017,tt4218696,the wall,the wall,2017,88.0,"action,drama,thriller",6.2,20391
mark felt: the man who brought down the white house,SPC,769000.0,3600000,2017,tt5175450,mark felt: the man who brought down the white house,mark felt: the man who brought down the white house,2017,103.0,"biography,drama,history",6.4,9324
brad's status,Annapurna,2100000.0,1700000,2017,tt5884230,brad's status,brad's status,2017,102.0,"comedy,drama,music",6.5,13259
wonderstruck,RAtt.,1100000.0,2200000,2017,tt5208216,wonderstruck,wonderstruck,2017,116.0,"drama,mystery",6.2,8167
a gentleman,FIP,410000.0,2500000,2017,tt5613834,a gentleman,a gentleman,2017,145.0,"action,comedy",6.3,4188
the only living boy in new york,RAtt.,624000.0,1900000,2017,tt0460890,the only living boy in new york,the only living boy in new york,2017,89.0,drama,6.3,8727
poster boys,Sony,97000.0,2400000,2017,tt6352548,poster boys,poster boys,2017,128.0,comedy,5.6,1234
last flag flying,LGF,965000.0,904000,2017,tt6018306,last flag flying,last flag flying,2017,125.0,"comedy,drama,war",6.9,18927
human flow,Magn.,528000.0,1300000,2017,tt6573444,human flow,human flow,2017,140.0,documentary,6.9,1980
patti cake$,FoxS,800000.0,682000,2017,tt6288250,patti cake$,patti cake$,2017,109.0,"drama,music",6.7,8581
6 below: miracle on the mountain,MOM,14800.0,1100000,2017,tt5503688,6 below: miracle on the mountain,6 below: miracle on the mountain,2017,98.0,"adventure,biography,drama",5.7,4931
3 generations,Wein.,156000.0,375000,2017,tt4158624,3 generations,3 generations,2015,92.0,drama,5.8,4991
city of ghosts,IFC,128000.0,100000,2017,tt6333056,city of ghosts,city of ghosts,2017,92.0,"documentary,war",7.4,2925
avengers: infinity war,BV,678800000.0,"1,369.5",2018,tt4154756,avengers: infinity war,avengers: infinity war,2018,149.0,"action,adventure,sci-fi",8.5,670926
black panther,BV,700100000.0,646900000,2018,tt1825683,black panther,black panther,2018,134.0,"action,adventure,sci-fi",7.3,516148
